,age,fnlwgt,education num,capital gain,capital loss,hours per week,workclass,education,marital status,occupation,relationship,race,native country,income
9302,64.0,195366.0,13.0,0.0,0.0,64000.0,5.0,9.0,6.0,10.0,3.0,4.0,39.0,0.0
9303,51.0,186845.0,13.0,0.0,0.0,512.0,6.0,9.0,6.0,5.0,3.0,4.0,39.0,0.0
9304,20.0,119156.0,9.0,0.0,0.0,8000.0,1.0,11.0,6.0,1.0,2.0,4.0,39.0,0.0
9305,28.0,162343.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,8.0,3.0,4.0,33.0,0.0
9306,52.0,108435.0,14.0,0.0,1902.0,125000.0,4.0,12.0,6.0,4.0,3.0,4.0,12.0,1.0
9307,29.0,394927.0,10.0,0.0,0.0,91125.0,6.0,15.0,6.0,1.0,3.0,4.0,39.0,0.0
9308,51.0,172281.0,13.0,0.0,0.0,64000.0,4.0,9.0,5.0,12.0,3.0,4.0,39.0,0.0
9309,36.0,370767.0,9.0,0.0,2377.0,216000.0,4.0,11.0,6.0,10.0,3.0,4.0,39.0,0.0
9310,43.0,352005.0,13.0,15024.0,0.0,91125.0,4.0,9.0,6.0,12.0,3.0,4.0,39.0,1.0
9311,52.0,165681.0,10.0,0.0,0.0,64000.0,4.0,15.0,6.0,4.0,3.0,4.0,39.0,0.0
9312,50.0,258819.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,1.0,3.0,4.0,39.0,1.0
9313,25.0,130793.0,10.0,0.0,0.0,27000.0,4.0,15.0,6.0,8.0,3.0,4.0,39.0,0.0
9314,36.0,118909.0,12.0,0.0,0.0,64000.0,4.0,7.0,6.0,1.0,3.0,2.0,23.0,0.0
9315,44.0,202466.0,10.0,0.0,0.0,216000.0,4.0,15.0,6.0,4.0,3.0,4.0,39.0,0.0
9316,47.0,161558.0,6.0,0.0,0.0,91125.0,4.0,0.0,3.0,14.0,3.0,2.0,39.0,0.0
9317,32.0,188246.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,1.0,3.0,4.0,39.0,0.0
9318,37.0,160120.0,14.0,0.0,0.0,64000.0,4.0,12.0,6.0,10.0,3.0,1.0,35.0,0.0
9319,40.0,144594.0,9.0,2829.0,0.0,64000.0,4.0,11.0,6.0,1.0,3.0,4.0,39.0,0.0
9320,34.0,123429.0,9.0,0.0,0.0,216000.0,6.0,11.0,6.0,12.0,3.0,4.0,39.0,0.0
9321,35.0,340110.0,10.0,0.0,0.0,125000.0,5.0,15.0,6.0,12.0,3.0,4.0,39.0,1.0
9322,26.0,523067.0,10.0,0.0,0.0,27.0,4.0,15.0,6.0,10.0,3.0,4.0,8.0,0.0
9323,49.0,113513.0,13.0,0.0,0.0,125000.0,6.0,9.0,6.0,5.0,3.0,4.0,39.0,0.0
9324,63.0,186809.0,13.0,0.0,0.0,27000.0,0.0,9.0,6.0,0.0,3.0,4.0,39.0,1.0
9325,46.0,320421.0,13.0,0.0,0.0,15625.0,6.0,9.0,3.0,10.0,3.0,4.0,39.0,0.0
9326,31.0,295589.0,10.0,0.0,0.0,64000.0,2.0,15.0,6.0,1.0,3.0,2.0,39.0,0.0
9327,22.0,370548.0,11.0,0.0,0.0,27000.0,4.0,8.0,6.0,1.0,3.0,4.0,39.0,0.0
9328,20.0,120572.0,10.0,0.0,0.0,1728.0,4.0,15.0,6.0,8.0,3.0,4.0,39.0,0.0
9329,52.0,110977.0,16.0,0.0,0.0,64000.0,4.0,10.0,6.0,4.0,3.0,4.0,39.0,1.0
9330,26.0,55860.0,10.0,0.0,0.0,64000.0,4.0,15.0,6.0,1.0,3.0,2.0,39.0,0.0
9331,34.0,158800.0,13.0,0.0,0.0,125000.0,4.0,9.0,6.0,4.0,3.0,4.0,39.0,1.0
9332,31.0,131568.0,5.0,0.0,0.0,64000.0,4.0,6.0,6.0,7.0,3.0,4.0,39.0,0.0
9333,46.0,173613.0,9.0,0.0,0.0,27000.0,4.0,11.0,6.0,12.0,3.0,4.0,39.0,0.0
9334,22.0,216867.0,4.0,0.0,0.0,64000.0,4.0,5.0,6.0,7.0,3.0,4.0,26.0,0.0
9335,38.0,104089.0,11.0,0.0,0.0,64000.0,4.0,8.0,6.0,1.0,3.0,4.0,39.0,0.0
9336,35.0,208106.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,12.0,3.0,4.0,7.0,0.0
9337,27.0,340269.0,10.0,0.0,0.0,64000.0,7.0,15.0,6.0,11.0,3.0,4.0,39.0,0.0
9338,27.0,236246.0,12.0,0.0,0.0,64000.0,4.0,7.0,6.0,4.0,3.0,4.0,39.0,0.0
9339,46.0,213408.0,10.0,0.0,0.0,64000.0,4.0,15.0,6.0,12.0,3.0,4.0,5.0,0.0
9340,40.0,84232.0,9.0,0.0,0.0,64.0,0.0,11.0,6.0,0.0,3.0,4.0,39.0,0.0
9341,19.0,302945.0,10.0,0.0,0.0,1000.0,4.0,15.0,6.0,1.0,3.0,4.0,37.0,0.0
9342,69.0,28197.0,9.0,0.0,0.0,216000.0,0.0,11.0,6.0,0.0,3.0,4.0,39.0,1.0
9343,20.0,262749.0,10.0,0.0,0.0,42875.0,4.0,15.0,6.0,8.0,3.0,4.0,39.0,0.0
9344,34.0,198265.0,13.0,0.0,0.0,216000.0,1.0,9.0,6.0,11.0,3.0,4.0,39.0,0.0
9345,49.0,170871.0,14.0,0.0,0.0,91125.0,4.0,12.0,6.0,4.0,3.0,4.0,39.0,1.0
9346,27.0,177761.0,10.0,0.0,0.0,125000.0,4.0,15.0,6.0,5.0,3.0,3.0,39.0,0.0
9347,59.0,175689.0,10.0,0.0,0.0,2744.0,4.0,15.0,6.0,1.0,3.0,4.0,5.0,1.0
9348,45.0,205100.0,13.0,15024.0,0.0,216000.0,4.0,9.0,6.0,4.0,3.0,4.0,39.0,1.0
9349,21.0,77759.0,10.0,0.0,0.0,3375.0,4.0,15.0,6.0,12.0,3.0,4.0,39.0,0.0
9350,51.0,77905.0,11.0,0.0,0.0,64000.0,7.0,8.0,6.0,10.0,3.0,4.0,39.0,0.0
9351,64.0,193575.0,7.0,0.0,0.0,64000.0,0.0,1.0,6.0,0.0,3.0,4.0,39.0,0.0
9352,41.0,116520.0,16.0,0.0,0.0,64000.0,7.0,10.0,6.0,10.0,3.0,4.0,39.0,1.0
9353,18.0,85154.0,8.0,0.0,0.0,13824.0,0.0,2.0,6.0,0.0,3.0,1.0,11.0,0.0
9354,49.0,180532.0,14.0,0.0,0.0,64000.0,4.0,12.0,3.0,10.0,3.0,4.0,39.0,0.0
9355,51.0,508891.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,7.0,3.0,2.0,39.0,0.0
9356,20.0,211345.0,10.0,0.0,0.0,8000.0,4.0,15.0,6.0,6.0,3.0,4.0,39.0,0.0
9357,69.0,170877.0,9.0,0.0,0.0,110592.0,6.0,11.0,6.0,12.0,3.0,4.0,39.0,0.0
9358,18.0,97318.0,9.0,0.0,0.0,42875.0,0.0,11.0,6.0,0.0,3.0,4.0,39.0,0.0
9359,43.0,184105.0,9.0,0.0,0.0,125000.0,4.0,11.0,6.0,6.0,3.0,4.0,39.0,0.0
9360,50.0,150941.0,9.0,0.0,0.0,85184.0,4.0,11.0,6.0,7.0,3.0,2.0,39.0,0.0
9361,32.0,303942.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,7.0,3.0,4.0,39.0,0.0
9362,27.0,273929.0,9.0,0.0,0.0,64000.0,2.0,11.0,6.0,5.0,3.0,4.0,39.0,0.0
9363,38.0,197077.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,8.0,3.0,4.0,39.0,0.0
9364,62.0,162825.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,7.0,3.0,4.0,39.0,1.0
9365,46.0,159869.0,9.0,0.0,0.0,85184.0,4.0,11.0,6.0,4.0,3.0,4.0,39.0,0.0
9366,19.0,158343.0,10.0,0.0,0.0,64000.0,4.0,15.0,6.0,13.0,3.0,4.0,0.0,0.0
9367,17.0,406920.0,6.0,0.0,0.0,64000.0,0.0,0.0,6.0,0.0,3.0,4.0,39.0,0.0
9368,21.0,227986.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,7.0,3.0,4.0,39.0,0.0
9369,36.0,137527.0,13.0,0.0,0.0,125000.0,4.0,9.0,6.0,1.0,3.0,4.0,39.0,0.0
9370,36.0,180150.0,8.0,0.0,0.0,64000.0,4.0,2.0,6.0,6.0,3.0,4.0,39.0,0.0
9371,23.0,239539.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,7.0,3.0,1.0,30.0,0.0
9372,58.0,281792.0,13.0,0.0,0.0,64000.0,4.0,9.0,6.0,10.0,3.0,4.0,39.0,1.0
9373,40.0,224799.0,13.0,0.0,0.0,91125.0,4.0,9.0,6.0,10.0,3.0,4.0,39.0,0.0
9374,64.0,292639.0,10.0,10566.0,0.0,42875.0,4.0,15.0,6.0,4.0,3.0,4.0,39.0,0.0
9375,66.0,22313.0,7.0,0.0,0.0,8000.0,4.0,1.0,6.0,1.0,3.0,4.0,39.0,0.0
9376,42.0,194636.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,12.0,3.0,4.0,39.0,0.0
9377,55.0,156089.0,10.0,0.0,0.0,64000.0,4.0,15.0,6.0,1.0,3.0,4.0,39.0,0.0
9378,53.0,193720.0,10.0,0.0,1977.0,64000.0,4.0,15.0,6.0,4.0,3.0,4.0,39.0,1.0
9379,25.0,218667.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,6.0,3.0,4.0,39.0,0.0
9380,39.0,358837.0,10.0,0.0,0.0,64000.0,4.0,15.0,6.0,13.0,3.0,2.0,39.0,0.0
9381,20.0,174685.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,8.0,3.0,4.0,39.0,0.0
9382,32.0,168854.0,9.0,0.0,0.0,157464.0,4.0,11.0,6.0,8.0,3.0,4.0,39.0,0.0
9383,28.0,133696.0,13.0,0.0,0.0,274625.0,4.0,9.0,6.0,12.0,3.0,4.0,39.0,0.0
9384,23.0,350680.0,12.0,0.0,0.0,64000.0,1.0,7.0,6.0,4.0,3.0,4.0,31.0,0.0
9385,18.0,115215.0,9.0,0.0,0.0,15625.0,4.0,11.0,6.0,8.0,3.0,4.0,39.0,0.0
9386,43.0,152958.0,9.0,0.0,0.0,42875.0,6.0,11.0,6.0,4.0,3.0,4.0,39.0,1.0
9387,29.0,217200.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,1.0,3.0,4.0,39.0,0.0
9388,32.0,235124.0,10.0,0.0,0.0,97336.0,4.0,15.0,6.0,11.0,3.0,4.0,6.0,0.0
9389,31.0,144949.0,9.0,0.0,0.0,64000.0,2.0,11.0,6.0,1.0,3.0,4.0,39.0,0.0
9390,60.0,135470.0,3.0,0.0,0.0,64000.0,4.0,4.0,6.0,1.0,3.0,4.0,26.0,0.0
9391,42.0,281209.0,10.0,0.0,0.0,125000.0,4.0,15.0,6.0,14.0,3.0,4.0,39.0,0.0
9392,46.0,155489.0,14.0,0.0,0.0,125000.0,4.0,12.0,6.0,4.0,3.0,4.0,39.0,1.0
9393,38.0,290306.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,1.0,3.0,4.0,39.0,1.0
9394,18.0,182042.0,7.0,0.0,0.0,6859.0,4.0,1.0,6.0,8.0,3.0,4.0,39.0,0.0
9395,31.0,210008.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,12.0,3.0,4.0,39.0,0.0
9396,54.0,234938.0,9.0,4064.0,0.0,166375.0,4.0,11.0,6.0,12.0,3.0,4.0,39.0,0.0
9397,46.0,315423.0,10.0,0.0,2042.0,125000.0,4.0,15.0,6.0,12.0,3.0,4.0,39.0,0.0
9398,27.0,30244.0,9.0,0.0,0.0,512000.0,6.0,11.0,6.0,5.0,3.0,4.0,39.0,0.0
9399,50.0,30008.0,13.0,0.0,0.0,91125.0,2.0,9.0,6.0,10.0,3.0,4.0,39.0,1.0
9400,38.0,201328.0,4.0,0.0,0.0,175616.0,6.0,5.0,6.0,5.0,3.0,4.0,39.0,0.0
9401,36.0,96468.0,14.0,0.0,0.0,64000.0,7.0,12.0,6.0,10.0,3.0,4.0,39.0,0.0
9402,25.0,486332.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,8.0,3.0,4.0,26.0,0.0
9403,19.0,46162.0,9.0,0.0,0.0,15625.0,4.0,11.0,6.0,5.0,3.0,4.0,39.0,0.0
9404,60.0,98350.0,10.0,0.0,0.0,216000.0,2.0,15.0,6.0,8.0,3.0,1.0,30.0,0.0
9405,45.0,175958.0,5.0,0.0,0.0,64000.0,2.0,6.0,6.0,8.0,3.0,4.0,39.0,0.0
9406,21.0,119309.0,10.0,0.0,1602.0,4096.0,4.0,15.0,6.0,13.0,3.0,4.0,39.0,0.0
9407,42.0,175935.0,9.0,0.0,1980.0,97336.0,4.0,11.0,6.0,14.0,3.0,4.0,39.0,0.0
9408,38.0,204527.0,9.0,0.0,0.0,125000.0,4.0,11.0,6.0,1.0,3.0,4.0,39.0,0.0
9409,22.0,57827.0,10.0,0.0,0.0,64000.0,0.0,15.0,6.0,0.0,3.0,4.0,39.0,0.0
9410,19.0,418176.0,9.0,0.0,0.0,32768.0,4.0,11.0,6.0,4.0,3.0,2.0,39.0,0.0
9411,23.0,262744.0,10.0,0.0,0.0,64000.0,4.0,15.0,6.0,1.0,3.0,4.0,39.0,0.0
9412,24.0,177287.0,10.0,0.0,0.0,27000.0,4.0,15.0,6.0,6.0,3.0,4.0,39.0,0.0
9413,30.0,255004.0,12.0,0.0,0.0,140608.0,4.0,7.0,6.0,12.0,3.0,4.0,39.0,0.0
9414,62.0,183735.0,10.0,0.0,0.0,64000.0,4.0,15.0,6.0,4.0,3.0,4.0,39.0,0.0
9415,26.0,318644.0,15.0,0.0,0.0,8000.0,6.0,14.0,6.0,10.0,3.0,4.0,39.0,0.0
9416,42.0,132125.0,13.0,0.0,0.0,140608.0,1.0,9.0,6.0,4.0,3.0,4.0,39.0,1.0
9417,33.0,206051.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,1.0,3.0,4.0,39.0,0.0
9418,54.0,99185.0,16.0,0.0,0.0,125000.0,5.0,10.0,6.0,10.0,3.0,4.0,0.0,1.0
9419,35.0,225750.0,13.0,0.0,0.0,32768.0,4.0,9.0,6.0,10.0,3.0,4.0,39.0,0.0
9420,33.0,245777.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,12.0,3.0,4.0,39.0,0.0
9421,45.0,169092.0,9.0,0.0,0.0,166375.0,4.0,11.0,6.0,12.0,3.0,4.0,39.0,0.0
9422,62.0,211035.0,13.0,0.0,0.0,27000.0,4.0,9.0,6.0,1.0,3.0,4.0,39.0,1.0
9423,24.0,285432.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,4.0,3.0,4.0,39.0,0.0
9424,50.0,154779.0,10.0,0.0,0.0,64000.0,2.0,15.0,6.0,1.0,3.0,2.0,39.0,0.0
9425,54.0,37237.0,13.0,0.0,0.0,64000.0,4.0,9.0,6.0,10.0,3.0,4.0,39.0,1.0
9426,58.0,417419.0,4.0,0.0,0.0,64000.0,4.0,5.0,6.0,7.0,3.0,4.0,39.0,0.0
9427,39.0,33975.0,9.0,0.0,0.0,125000.0,5.0,11.0,6.0,1.0,3.0,4.0,39.0,0.0
9428,32.0,42485.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,1.0,3.0,4.0,39.0,0.0
9429,27.0,170017.0,13.0,0.0,0.0,64000.0,4.0,9.0,6.0,10.0,3.0,4.0,39.0,0.0
9430,27.0,152683.0,9.0,3908.0,0.0,42875.0,4.0,11.0,6.0,14.0,3.0,4.0,39.0,0.0
9431,20.0,41721.0,10.0,0.0,0.0,216000.0,4.0,15.0,6.0,8.0,3.0,4.0,39.0,0.0
9432,64.0,66634.0,4.0,0.0,0.0,64000.0,4.0,5.0,6.0,1.0,3.0,4.0,39.0,0.0
9433,55.0,257216.0,14.0,0.0,0.0,64000.0,5.0,12.0,6.0,12.0,3.0,4.0,39.0,0.0
9434,46.0,167882.0,9.0,0.0,0.0,79507.0,4.0,11.0,6.0,13.0,3.0,4.0,39.0,0.0
9435,45.0,179428.0,10.0,0.0,0.0,166375.0,4.0,15.0,6.0,14.0,3.0,4.0,39.0,0.0
9436,26.0,57512.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,14.0,3.0,4.0,39.0,0.0
9437,36.0,301614.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,1.0,3.0,4.0,39.0,0.0
9438,25.0,193820.0,13.0,0.0,1876.0,64000.0,4.0,9.0,6.0,12.0,3.0,4.0,39.0,0.0
9439,58.0,222247.0,6.0,0.0,1887.0,64000.0,4.0,0.0,6.0,14.0,3.0,4.0,39.0,1.0
9440,39.0,189092.0,13.0,0.0,0.0,91125.0,5.0,9.0,6.0,4.0,3.0,4.0,39.0,0.0
9441,47.0,217509.0,9.0,0.0,0.0,91125.0,4.0,11.0,6.0,9.0,3.0,1.0,37.0,0.0
9442,35.0,308691.0,14.0,0.0,0.0,110592.0,4.0,12.0,6.0,7.0,3.0,4.0,39.0,0.0
9443,38.0,169672.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,4.0,3.0,4.0,39.0,0.0
9444,50.0,120914.0,7.0,0.0,0.0,64000.0,4.0,1.0,6.0,1.0,3.0,4.0,39.0,0.0
9445,36.0,370156.0,9.0,0.0,0.0,54872.0,4.0,11.0,6.0,1.0,3.0,4.0,39.0,0.0
9446,28.0,398220.0,3.0,0.0,0.0,64000.0,4.0,4.0,6.0,1.0,2.0,4.0,26.0,0.0
9447,44.0,208277.0,9.0,0.0,0.0,91125.0,6.0,11.0,6.0,7.0,3.0,4.0,39.0,0.0
9448,40.0,337456.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,11.0,3.0,4.0,39.0,0.0
9449,55.0,172666.0,10.0,0.0,0.0,64000.0,4.0,15.0,6.0,1.0,3.0,4.0,39.0,1.0
9450,29.0,32280.0,9.0,0.0,0.0,91125.0,6.0,11.0,6.0,5.0,3.0,4.0,39.0,0.0
9451,33.0,194901.0,9.0,0.0,0.0,91125.0,4.0,11.0,6.0,1.0,3.0,4.0,39.0,0.0
9452,19.0,57329.0,10.0,0.0,0.0,27000.0,0.0,15.0,6.0,0.0,3.0,4.0,24.0,0.0
9453,32.0,173730.0,13.0,7688.0,0.0,64000.0,4.0,9.0,6.0,4.0,3.0,4.0,39.0,1.0
9454,45.0,153312.0,14.0,0.0,0.0,1000.0,2.0,12.0,6.0,10.0,3.0,2.0,39.0,1.0
9455,23.0,274797.0,9.0,0.0,0.0,15625.0,4.0,11.0,6.0,6.0,3.0,4.0,39.0,0.0
9456,31.0,359249.0,11.0,0.0,0.0,64000.0,4.0,8.0,6.0,11.0,3.0,2.0,39.0,0.0
9457,22.0,152744.0,10.0,0.0,0.0,64000.0,4.0,15.0,6.0,8.0,3.0,1.0,30.0,0.0
9458,59.0,188041.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,6.0,3.0,2.0,39.0,0.0
9459,32.0,97723.0,10.0,0.0,0.0,54872.0,4.0,15.0,6.0,1.0,3.0,4.0,39.0,0.0
9460,49.0,354529.0,10.0,0.0,0.0,64000.0,7.0,15.0,6.0,1.0,3.0,4.0,39.0,0.0
9461,22.0,249727.0,10.0,0.0,0.0,27000.0,4.0,15.0,6.0,1.0,3.0,4.0,39.0,0.0
9462,26.0,189590.0,10.0,0.0,0.0,27000.0,4.0,15.0,6.0,1.0,3.0,4.0,39.0,0.0
9463,23.0,298871.0,10.0,0.0,0.0,64000.0,7.0,15.0,6.0,1.0,3.0,1.0,40.0,0.0
9464,55.0,205296.0,10.0,0.0,0.0,125000.0,6.0,15.0,6.0,12.0,3.0,4.0,39.0,0.0
9465,47.0,303637.0,9.0,0.0,0.0,117649.0,4.0,11.0,6.0,4.0,3.0,4.0,39.0,1.0
9466,44.0,242861.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,14.0,3.0,4.0,39.0,0.0
9467,27.0,37599.0,10.0,0.0,0.0,13824.0,4.0,15.0,6.0,8.0,3.0,4.0,39.0,0.0
9468,40.0,199381.0,14.0,15024.0,0.0,50653.0,7.0,12.0,6.0,10.0,3.0,4.0,39.0,1.0
9469,32.0,56328.0,13.0,0.0,0.0,512.0,6.0,9.0,6.0,10.0,3.0,4.0,39.0,1.0
9470,20.0,256211.0,10.0,0.0,0.0,64000.0,4.0,15.0,6.0,7.0,2.0,1.0,40.0,0.0
9471,84.0,163685.0,9.0,0.0,0.0,35937.0,2.0,11.0,6.0,4.0,3.0,4.0,39.0,0.0
9472,40.0,266084.0,10.0,0.0,0.0,125000.0,4.0,15.0,6.0,1.0,2.0,4.0,39.0,0.0
9473,37.0,161111.0,13.0,0.0,0.0,64000.0,4.0,9.0,6.0,12.0,3.0,4.0,39.0,0.0
9474,44.0,199031.0,10.0,0.0,1380.0,64000.0,4.0,15.0,6.0,14.0,3.0,4.0,39.0,0.0
9475,47.0,166634.0,10.0,0.0,0.0,64000.0,4.0,15.0,6.0,4.0,3.0,4.0,11.0,0.0
9476,62.0,204085.0,10.0,0.0,0.0,15625.0,6.0,15.0,6.0,12.0,3.0,4.0,39.0,0.0
9477,19.0,369527.0,10.0,0.0,0.0,64000.0,0.0,15.0,6.0,0.0,3.0,4.0,39.0,0.0
9478,47.0,464945.0,9.0,0.0,0.0,91125.0,4.0,11.0,6.0,14.0,3.0,4.0,39.0,0.0
9479,44.0,174684.0,9.0,0.0,0.0,64000.0,2.0,11.0,6.0,1.0,3.0,2.0,39.0,0.0
9480,26.0,166295.0,13.0,0.0,0.0,68921.0,2.0,9.0,6.0,1.0,3.0,4.0,39.0,0.0
9481,36.0,220511.0,10.0,0.0,0.0,64000.0,4.0,15.0,6.0,1.0,3.0,4.0,39.0,0.0
9482,52.0,246936.0,7.0,0.0,0.0,64000.0,4.0,1.0,6.0,8.0,3.0,4.0,39.0,0.0
9483,33.0,104509.0,10.0,0.0,0.0,64000.0,4.0,15.0,6.0,1.0,3.0,4.0,39.0,0.0
9484,48.0,266337.0,9.0,0.0,0.0,64000.0,0.0,11.0,6.0,0.0,3.0,4.0,39.0,0.0
9485,33.0,252168.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,14.0,3.0,2.0,39.0,0.0
9486,25.0,92093.0,13.0,0.0,0.0,8000.0,4.0,9.0,6.0,4.0,3.0,4.0,39.0,0.0
9487,62.0,88055.0,13.0,0.0,0.0,64000.0,4.0,9.0,6.0,7.0,3.0,4.0,39.0,0.0
9488,38.0,129591.0,10.0,0.0,0.0,64000.0,4.0,15.0,6.0,1.0,3.0,4.0,39.0,0.0
9489,46.0,142719.0,9.0,0.0,0.0,274625.0,4.0,11.0,3.0,5.0,3.0,4.0,39.0,0.0
9490,18.0,264924.0,10.0,0.0,0.0,64000.0,0.0,15.0,6.0,0.0,3.0,4.0,39.0,0.0
9491,46.0,128796.0,13.0,0.0,0.0,85184.0,4.0,9.0,6.0,4.0,3.0,4.0,39.0,1.0
9492,38.0,115336.0,9.0,0.0,0.0,343000.0,4.0,11.0,6.0,8.0,3.0,4.0,39.0,0.0
9493,52.0,190333.0,10.0,0.0,0.0,64000.0,4.0,15.0,6.0,1.0,3.0,4.0,39.0,1.0
9494,63.0,179444.0,4.0,0.0,0.0,3375.0,6.0,5.0,6.0,4.0,3.0,4.0,39.0,0.0
9495,49.0,218676.0,10.0,0.0,0.0,79507.0,4.0,15.0,6.0,7.0,3.0,4.0,39.0,0.0
9496,17.0,148194.0,7.0,0.0,0.0,1728.0,2.0,1.0,6.0,1.0,3.0,4.0,39.0,0.0
9497,33.0,184833.0,9.0,0.0,0.0,42875.0,4.0,11.0,6.0,8.0,3.0,4.0,39.0,0.0
9498,70.0,280639.0,9.0,2329.0,0.0,8000.0,6.0,11.0,6.0,8.0,2.0,4.0,39.0,0.0
9499,19.0,217769.0,10.0,0.0,0.0,3375.0,4.0,15.0,6.0,8.0,3.0,4.0,39.0,0.0
9500,27.0,180553.0,9.0,0.0,0.0,64000.0,0.0,11.0,6.0,0.0,3.0,4.0,39.0,1.0
9501,61.0,56009.0,10.0,0.0,0.0,64000.0,4.0,15.0,6.0,12.0,3.0,4.0,39.0,0.0
9502,33.0,255334.0,13.0,0.0,0.0,15625.0,4.0,9.0,6.0,10.0,3.0,4.0,39.0,1.0
9503,46.0,328216.0,13.0,0.0,1902.0,74088.0,5.0,9.0,6.0,12.0,3.0,4.0,0.0,1.0
9504,29.0,349154.0,6.0,0.0,0.0,64000.0,4.0,0.0,5.0,5.0,3.0,4.0,13.0,0.0
9505,40.0,24763.0,10.0,6849.0,0.0,64000.0,2.0,15.0,6.0,14.0,3.0,4.0,39.0,0.0
9506,43.0,41834.0,9.0,0.0,0.0,54872.0,7.0,11.0,6.0,14.0,3.0,4.0,39.0,1.0
9507,24.0,113466.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,12.0,3.0,4.0,39.0,0.0
9508,29.0,130856.0,10.0,0.0,0.0,216000.0,4.0,15.0,6.0,1.0,3.0,4.0,39.0,0.0
9509,61.0,268797.0,9.0,0.0,0.0,4913.0,6.0,11.0,6.0,8.0,3.0,2.0,39.0,0.0
9510,48.0,202117.0,7.0,0.0,0.0,39304.0,4.0,1.0,6.0,8.0,3.0,4.0,39.0,0.0
9511,19.0,280146.0,10.0,0.0,0.0,8000.0,4.0,15.0,6.0,6.0,3.0,4.0,39.0,0.0
9512,30.0,70377.0,10.0,0.0,0.0,64000.0,4.0,15.0,6.0,7.0,3.0,4.0,39.0,0.0
9513,24.0,236696.0,10.0,0.0,0.0,27000.0,4.0,15.0,6.0,8.0,3.0,4.0,39.0,0.0
9514,39.0,222572.0,14.0,0.0,0.0,79507.0,2.0,12.0,6.0,10.0,3.0,4.0,39.0,0.0
9515,46.0,110702.0,10.0,2036.0,0.0,216000.0,5.0,15.0,6.0,4.0,3.0,4.0,39.0,0.0
9516,40.0,96129.0,9.0,0.0,0.0,373248.0,4.0,11.0,6.0,12.0,3.0,4.0,39.0,1.0
9517,27.0,200492.0,13.0,0.0,0.0,64000.0,2.0,9.0,6.0,10.0,3.0,4.0,39.0,0.0
9518,25.0,193820.0,14.0,0.0,0.0,64000.0,4.0,12.0,6.0,10.0,3.0,4.0,39.0,0.0
9519,31.0,454508.0,7.0,0.0,2001.0,64000.0,4.0,1.0,6.0,1.0,3.0,4.0,39.0,0.0
9520,58.0,220789.0,13.0,0.0,0.0,91125.0,4.0,9.0,6.0,14.0,3.0,4.0,39.0,0.0
9521,33.0,101345.0,9.0,0.0,0.0,74088.0,4.0,11.0,6.0,4.0,3.0,4.0,2.0,1.0
9522,40.0,140559.0,9.0,0.0,0.0,15625.0,4.0,11.0,6.0,8.0,3.0,4.0,39.0,0.0
9523,40.0,64885.0,14.0,0.0,0.0,343000.0,5.0,12.0,6.0,12.0,3.0,4.0,39.0,1.0
9524,31.0,402361.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,1.0,3.0,4.0,39.0,0.0
9525,33.0,143582.0,9.0,0.0,0.0,110592.0,4.0,11.0,5.0,8.0,3.0,1.0,3.0,0.0
9526,49.0,185385.0,12.0,0.0,0.0,91125.0,4.0,7.0,6.0,12.0,3.0,4.0,39.0,0.0
9527,24.0,112706.0,11.0,0.0,0.0,64000.0,4.0,8.0,6.0,13.0,3.0,4.0,39.0,0.0
9528,46.0,130364.0,9.0,0.0,0.0,64000.0,4.0,11.0,6.0,1.0,3.0,4.0,39.0,0.0
9529,58.0,147428.0,14.0,0.0,0.0,64000.0,2.0,12.0,6.0,10.0,3.0,4.0,39.0,1.0
